지역명,연도,월,평당분양가격
경기,2019,1,14051.4
부산,2019,1,13424.4
대구,2019,1,13143.9
광주,2019,1,10926.3
대전,2019,1,12173.699999999999
울산,2019,1,
세종,2019,1,10081.5
강원,2019,1,7784.7
충북,2019,1,7811.099999999999
충남,2019,1,8127.9
전북,2019,1,7854.0
전남,2019,1,7966.2
경북,2019,1,8705.4
경남,2019,1,9675.6
제주,2019,1,11299.199999999999
서울,2019,2,25169.1
인천,2019,2,11847.0
경기,2019,2,14044.8
부산,2019,2,13424.4
대구,2019,2,13160.4
광주,2019,2,10926.3
대전,2019,2,12173.699999999999
울산,2019,2,
세종,2019,2,10081.5
강원,2019,2,7784.7
충북,2019,2,7550.4
충남,2019,2,8484.3
전북,2019,2,7873.799999999999
전남,2019,2,7959.599999999999
경북,2019,2,8751.6
경남,2019,2,9675.6
제주,2019,2,11299.199999999999
서울,2019,3,25647.6
인천,2019,3,12150.599999999999
경기,2019,3,14417.699999999999
부산,2019,3,13424.4
대구,2019,3,13117.5
광주,2019,3,10926.3
대전,2019,3,11913.0
울산,2019,3,
세종,2019,3,10081.5
강원,2019,3,7936.5
충북,2019,3,7560.299999999999
충남,2019,3,8570.1
전북,2019,3,8091.599999999999
전남,2019,3,7880.4
경북,2019,3,8741.699999999999
경남,2019,3,9494.1
제주,2019,3,11299.199999999999
서울,2019,4,25687.199999999997
인천,2019,4,12150.599999999999
경기,2019,4,14556.3
부산,2019,4,12959.099999999999
대구,2019,4,13249.5
광주,2019,4,10932.9
대전,2019,4,11820.599999999999
울산,2019,4,
세종,2019,4,11411.4
강원,2019,4,8362.199999999999
충북,2019,4,7596.599999999999
충남,2019,4,8609.699999999999
전북,2019,4,7953.0
전남,2019,4,7623.0
경북,2019,4,8642.699999999999
경남,2019,4,9348.9
제주,2019,4,11355.3
서울,2019,5,25693.8
인천,2019,5,12807.3
경기,2019,5,14358.3
부산,2019,5,12949.199999999999
대구,2019,5,13579.5
광주,2019,5,11602.8
대전,2019,5,11820.599999999999
울산,2019,5,
세종,2019,5,11411.4
강원,2019,5,8236.8
충북,2019,5,7580.099999999999
충남,2019,5,8916.6
전북,2019,5,8147.7
전남,2019,5,7484.4
경북,2019,5,8378.699999999999
경남,2019,5,9705.3
제주,2019,5,11355.3
서울,2019,6,26730.0
인천,2019,6,12827.099999999999
경기,2019,6,14952.3
부산,2019,6,12889.8
대구,2019,6,13747.8
광주,2019,6,11863.5
대전,2019,6,11470.8
울산,2019,6,
세종,2019,6,11411.4
강원,2019,6,8276.4
충북,2019,6,7679.099999999999
충남,2019,6,8639.4
전북,2019,6,8147.7
전남,2019,6,7656.0
경북,2019,6,8378.699999999999
경남,2019,6,9791.1
제주,2019,6,12355.199999999999
서울,2019,7,26621.1
인천,2019,7,12827.099999999999
경기,2019,7,14147.099999999999
부산,2019,7,12777.599999999999
대구,2019,7,14180.099999999999
광주,2019,7,12381.599999999999
대전,2019,7,11474.099999999999
울산,2019,7,
세종,2019,7,11411.4
강원,2019,7,8220.3
충북,2019,7,7557.0
충남,2019,7,8811.0
전북,2019,7,8210.4
전남,2019,7,7722.0
경북,2019,7,8378.699999999999
경남,2019,7,9791.1
제주,2019,7,12767.699999999999
서울,2019,8,26706.899999999998
인천,2019,8,13005.3
경기,2019,8,14331.9
부산,2019,8,12972.3
대구,2019,8,14239.5
광주,2019,8,12279.3
대전,2019,8,11170.5
울산,2019,8,
세종,2019,8,11411.4
강원,2019,8,8223.6
충북,2019,8,7388.7
충남,2019,8,8715.3
전북,2019,8,8679.0
전남,2019,8,7735.2
경북,2019,8,8682.3
경남,2019,8,9824.1
제주,2019,8,12767.699999999999
서울,2019,9,26680.5
인천,2019,9,13005.3
경기,2019,9,14655.3
부산,2019,9,13275.9
대구,2019,9,14381.4
광주,2019,9,12279.3
대전,2019,9,11358.599999999999
울산,2019,9,8992.5
세종,2019,9,11411.4
강원,2019,9,8190.599999999999
충북,2019,9,7467.9
충남,2019,9,8523.9
전북,2019,9,8679.0
전남,2019,9,8187.299999999999
경북,2019,9,8771.4
경남,2019,9,9883.5
제주,2019,9,12767.699999999999
서울,2019,10,26700.3
인천,2019,10,13025.099999999999
경기,2019,10,14589.3
부산,2019,10,13332.0
대구,2019,10,14536.5
광주,2019,10,12444.3
대전,2019,10,11985.599999999999
울산,2019,10,10362.0
세종,2019,10,11411.4
강원,2019,10,8118.0
충북,2019,10,7497.599999999999
충남,2019,10,8586.6
전북,2019,10,8434.8
전남,2019,10,8230.199999999999
경북,2019,10,9616.199999999999
경남,2019,10,10589.699999999999
제주,2019,10,12767.699999999999
서울,2019,11,26604.6
인천,2019,11,12942.599999999999
경기,2019,11,14694.9
부산,2019,11,13150.5
대구,2019,11,14460.599999999999
광주,2019,11,12658.8
대전,2019,11,11985.599999999999
울산,2019,11,10362.0
세종,2019,11,11411.4
강원,2019,11,8283.0
충북,2019,11,7599.9
충남,2019,11,8586.6
전북,2019,11,8144.4
전남,2019,11,8292.9
경북,2019,11,9616.199999999999
경남,2019,11,10563.3
제주,2019,11,12810.599999999999
서울,2019,12,26251.5
인천,2019,12,13206.599999999999
경기,2019,12,14826.9
부산,2019,12,12817.199999999999
대구,2019,12,14427.599999999999
광주,2019,12,12652.199999999999
대전,2019,12,11985.599999999999
울산,2019,12,10371.9
세종,2019,12,11411.4
강원,2019,12,8283.0
충북,2019,12,7606.5
충남,2019,12,8712.0
전북,2019,12,8144.4
전남,2019,12,8091.599999999999
경북,2019,12,9616.199999999999
경남,2019,12,10107.9
제주,2019,12,12810.599999999999
